0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,1,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,1,0,0,1,1
1,5,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,5,1,0,1,0,0,0,0,1
0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,1,0,1,0,0,0,1,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0
0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,1
0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1
0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
1,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,1,0,1,0,0,0,1,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
0,16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
1,18,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,5,1,0,1,0,0,0,0,0
0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,1,0,0,0,0
0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
0,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
0,23,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,1,0,0,0,1
0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,1
0,26,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,1,0,1,0,0,1,1
0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,1,0,1,0,0,1,0
0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
0,29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,1,0,1,0,0,0,0
1,30,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0
1,31,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,5,1,0,1,0,0,0,0,0
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,1,0,0,1,0
0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0
1,37,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,5,1,0,1,0,0,0,0,1
0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,1
0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
0,40,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1
0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,1,0,0,0,0
0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
1,43,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,5,1,0,1,0,0,0,1,0
0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1
1,45,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0
0,46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
1,47,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,5,1,0,1,0,0,0,1,1
0,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,0
0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,1,0,0,0,0
1,51,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,55,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,1,0,0,1,1,0,0
0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,59,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,61,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,2,5,1,1,0,0,1,1,0,0
1,62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
1,64,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,2,5,1,1,0,0,1,1,0,1
0,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,66,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
1,67,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,72,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,73,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,74,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,1,1
1,75,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,82,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,5,1,1,0,0,1,1,0,0
0,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,84,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,2,5,1,1,0,0,1,1,1,0
0,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,87,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,88,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,1
0,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,91,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,1,0
0,92,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,93,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,95,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,96,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,97,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
0,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,1
0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,100,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,5,1,1,0,0,1,1,1,0
0,101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,1,0
1,103,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,2,5,1,1,0,0,1,1,0,1
0,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,106,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,1,1
1,107,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
0,108,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,5,1,1,0,0,1,1,0,0
0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,110,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,1
0,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,113,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,114,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,1,1
0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
1,116,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,117,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,5,1,1,0,0,1,1,1,1
0,118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,121,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,124,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,126,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,5,1,1,0,0,1,1,0,1
0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,128,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2,5,1,1,0,0,1,1,1,1
0,129,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,1,0,0,1,1,0,0
0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,132,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,5,1,1,0,0,1,1,0,0
1,133,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,5,1,1,0,0,1,1,0,0
1,134,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,135,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,5,1,1,0,0,1,1,1,0
1,136,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,1,0
1,137,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2,5,1,1,0,0,1,1,0,1
0,138,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,140,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,5,1,1,0,0,1,1,0,1
1,141,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,2,5,1,1,0,0,1,1,0,0
1,142,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,1,0
0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,144,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,1,0,0,1,1,1,0
0,145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,146,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,5,1,1,0,0,1,1,0,0
0,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,148,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,149,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,150,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,151,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,5,1,1,0,0,1,1,0,0
0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,153,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,154,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,5,1,1,0,0,1,1,1,0
1,155,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,2,5,1,1,0,0,1,1,0,1
0,156,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,157,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
1,158,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,2,5,1,1,0,0,1,1,1,0
0,159,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,161,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,5,1,1,0,0,1,1,1,0
1,162,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,163,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,164,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,166,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,1,1
0,167,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
0,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,172,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,173,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,5,1,1,0,0,1,1,1,0
1,174,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,1,1,0,0,1,1,0,0
0,175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,1,1,0,0,1,1,1,0
0,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,179,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,5,1,1,0,0,1,1,0,0
0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,1
1,181,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,5,1,1,0,0,1,1,1,0
0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,1
0,183,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,1
0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,185,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,2,5,1,1,0,0,1,1,1,1
0,186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,187,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,188,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,5,1,1,0,0,1,1,1,0
0,189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,1,0,0
0,190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,1,0,0,1,1,0,0
0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
1,192,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,5,1,1,0,0,1,1,0,1
0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,1,1,1,0
1,194,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,2,5,1,1,0,0,1,1,0,0
1,195,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,2,5,1,1,0,0,1,1,1,0
